Text,Emotion
im sorry i have a really bad cold and im feeling bitchy cos i never got to go out drinking myself stupid with my best friends tonight,anger
i could feel the blood in my veins go cold,anger
i feel as a person and a politician i cannot allow dogs to run around on our streets that are more dangerous than others,anger
i know we create our own destiny but do you ever feel resentful for the way your life turned out,anger
i am sure the vast majority of decent working class people feel insulted about being derided as unable to be respectful towards referees and are the parents who watch their child s match shouting abuse and swearing etc,anger
Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya  #bwahaha,anger
i break down and it leaves me feeling bitter,anger
i thought id talk today about getting cold feet im sure every bride will know that feeling when hubby to be did something that reeeeeeeeally pissed us off and we start yelling that we just cant do this anymore i cant marry someone like you,anger
i feel impatient to do a final post after four more weeks with tangible results so far its exciting to see how far the philips reaura can go in terms of firming and smoothing,anger
i feel just insulted,anger
i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior,anger
i invite him to send me an email detailing all the ways he feels that ive wronged him and i promise to post it unedited outside of names or what not in this blog,anger
im starting to feel myself becoming bitter,anger
i was feeling particularly bitchy and i dont think i adequately expressed my appreciation for that,anger
i feel frustrated and upset and demotivated when i dont see a whole picture of the curriculum that im studying for example english class,anger
i feel bitter that my cancer was relegated to unnecessary to meet with someone as important as an oncologist,anger
i know its been months but i still feel envious of my friends who are having their school holidays,anger
i feel irritated useless and hopeless,anger
i feel blackburn will be a stubborn team against blackpool and holloway will want a positive reaction in this game even if they don get a result,anger
i do feel offended and i think justly,anger
i am feeling and it allows me to be distracted from my own life and caught up in someone elses even though theyre not real people,anger
i have a feeling might have offended one of the dorks sitting in the censorship cubicle of doom,anger
i feel every part of me agitated by the reality of the kingdom walk the talk,anger
im going to putter on the computer till i feel less violent and down,anger
i feel that rushed prize giving really dilute the event and in future prize givings will be not rushed and will be on timetable,anger
@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter,anger
"im on holiday for the next round, fuming!",anger
i am feeling particularly annoyed at my co workers i sometimes make the rounds of the floors finding literally pounds of white paper in the trash,anger
i usually just feel aggravated with the unprofessional attitude of the rest of the cast,anger
i feel like im being greedy when i say i want more money,anger
i feel slightly snobbish,anger
i can't believe they're all messing up my favourite of all bakes i feel personally offended,anger
ill just have to make some local friends i can go to the movies with and know for a fact they wont even without meaning to cause i seriously doubt there was any actual intention to hurt my feelings or actually call me heartless a moral or brainless it just came across that way to me,anger
during the weekend at home,anger
i got the feeling she hated that that i would not admit it let it in i know ive hated every single obstacle that kept it from her every single leaden block that kept being placed in our once clear path to one anothers arms,anger
i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society,anger
i feel like i was a rude ass hole at hookah,anger
i feel extremely mind fucked,anger
@mashable Link to ff &quot;how it works&quot; is broke!,anger
i don t know it s just that it was like on top of our head so much of yesterday that it was really bothersome and we re still feeling a little mad about it,anger
i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this,anger
@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #😂😂,anger
im feeling pissed and sad right now,anger
i feel spiteful toward him,anger
i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed,anger
im feeling so angry because that was just wasted work from her side,anger
i do feel jealous sometimes especially when it comes to friends,anger
i suppose i m feeling a little sarcastic about today s holiday,anger
i worry about all of the time ive been spending on the computer and about how i feel so distracted by the party,anger
im still feeling a bit grouchy,anger
i mention that im feeling cranky,anger
don't provoke me after letting me down !,anger
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES ,anger
i seriously considered pulling the offer and i was feeling that we rushed into it all too quickly,anger
i feel so petty who one of my first colleagues had not nice things to say about when i first asked for any contacts for investment banks from before i arrived at this job,anger
"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. ",anger
i just want him to see how it feels when he does something that i feel is obnoxious,anger
i tend to come away feeling insulted by books that deny them,anger
i havent been able to squeeze in a run for two weeks so i am feeling really cranky lethargic,anger
i can get away these days with the gag line when i feel like being sarcastic that i feel sorry for anyone who wasn t fortunate enough to be born mexican,anger
i wasnt feeling particularly bitter on my birthday in fact i had a fantastic day,anger
So Rangers v Celtic ll ,anger
i was a child i stole rmb from my grandfather maternal and i feel i exceptionally wronged him,anger
im feeling so pissed off now,anger
i feel i really wronged commodore,anger
im feeling every bit the spiteful vindictive bitch i can be at times,anger
Does she really need to pout all the time - getting on my nerves #GBBO,anger
im feeling rushed and like i should have planned certain things this summer that i can no longer do,anger
"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage",anger
@hollyrobinson__ Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry  @coopuk @coopukfood,anger
i feel i can be a bit selfish myself,anger
i have even a time or two found myself feeling a bit jealous of the mothers who had perfect babies who have been sleeping through the night since they were three months old and speaking in sentences by age two,anger
im already feeling less agitated,anger
i know it was not pleasant for her and i feel selfish saying it but i think i would have fallen apart if i had been there,anger
Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger
i think that we must continue to seek each other s good even as we feel offended and to always look for ways to go lower and walk in the humility that jesus walked in,anger
"@iamsrk what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much.",anger
i want to do all but i cant help feeling greedy,anger
i was feeling grouchy and upset about a situation with a girl which wasn t going how i d hoped,anger
i took several deep breaths feeling the cold air burn its way into my lungs and exhaling little clouds of vapor,anger
we had come back from a programme and we were all three girls staying over at another girls placce one of them started passing very nasty and outright bitchy remarks at me it was brought on by a male colleagues compliments to me,anger
i mustered up energy to feel christmassy i remember feeling kind of pissed off at the bad timing of everything,anger
"wakey wakey lemon shakeyyyy!  haha, goin' 2 schooliooo!  it's raining!! (ugh!) guess where I WISH I CAN BE RIGHT NOW....CaLiFoRNiA! ???",anger
i hate feeling like this im always getting mad for no reason feeling lonely,anger
i think for myself i feel everyone is greedy but in their own little ways whether that is going for the good or bad way thats another issue because usually you link both together but right now im trying to separate both issue separately so we can see the sole topic more cleary,anger
i even had a deep feeling for alaska and the cold and snowy and yet big open land with the pine trees and mountains but im destined to live in southern california,anger
i promised myself that i wont enter anymore giveaways because i feel greedy but i couldnt resist this one,anger
i was years old at one time knowing my dad wasnt coming home and its the worst feeling i have ever felt and ive hated you since and it wont ever change,anger
i understand but i feel like i hated my friends,anger
i really feel bothered about this specific issue because it feels like i just thrown a couple hundred euros against the wall,anger
i feel like i m going to break at any second and become as mad and deranged a la helena bonham carter in sweeney todd,anger
i was a touch pissed off that janine appears to have totally forgotten my birthday i feel a sarcastic comment in her card next week to make up for it,anger
#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage,anger
i feel hated by,anger
i dont hallucinate instead i slowly continue along my little path until i feel needlessly violent and overly happy about it,anger
i feel resentful that i have too,anger
i feel so rude i thought as i dialed my house,anger
could never be a angry drunk lol yall weirdos just enjoy your time,anger
i feel i am completely dissatisfied with the whole world and all human characters are inconsistent,anger
i am feeling very bitter about it all,anger
i saw them that anything was wrong they told me some excuses but i am feeling truly insulted and i am feeling desperate again,anger
im feeling terribly impatient,anger
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",anger
i have been feeling agitated about lately,anger
i know will be less welcomed by some who feel that we need to be ferocious and brave and show the wizarding community that we will continue our work to rid england of mudbloods and half breeds and whatnot,anger
Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married😭 #nochance #KindaDontMind😉,anger
i was feeling grouchy and everything for the past few weeks but yesterday was such a happy day,anger
i truly feel i am irate,anger
i hope to see or feel a mad glint in your eye because some madness some pathological curiosity is needed,anger
"Gah, I sprained my LEFT ankle... Just after I got over the torn ligament for my right foot. Looks like it's back to walking with a cane",anger
i feel stressed out i have to learn a lot and i cannot give my blog and looks the time i wish i could,anger
i feel fucked tape last year make sure you get this,anger
i love my job and know that the surgeries were doing are emergencies i always feel resentful especially when it is am and i was sleeping,anger
i feel that i annoy everyone much too much when im obnoxious and yeah,anger
i come home from work too often feeling irritable and it s not fair or loving to dump all that ugliness onto my husband,anger
ive spent years feeling resentful and trying to curb that feeling of resentment,anger
@luxbet Did you even give out any pizzas ? Serious fail #hungry  #hangry,anger
i just wanted to apologize to you because i feel like a heartless bitch,anger
@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30 ,anger
i feel like i should be more bothered by this topic but for some reason im sor,anger
i feel hateful of myself for being alone,anger
i feel tortured every moment and theres nowhere i can go to get away from it or to get back to what i was used to,anger
@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious,anger
Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer #angry,anger
i feel like i should see it through to the bitter end so thats what im going to do,anger
i could feel my feet getting agitated once i got to the metropolitan pavilion,anger
i am feeling remarkably grumpy not to mention foolish,anger
i think its the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades,anger
i just feel like being sarcastic and mean and all because history paper is overrrrrrrrrrrr,anger
i feel really wronged in fact what hu jia did is good for society,anger
i feel violent and crazy and i feel myself slowly losing patience,anger
you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm ,anger
i feel insulted video pete edochie responds to death hoax i feel insulted a href http olajideolafunmbi,anger
i do give up at times when i feel there s no point in a friendship when one cant be bothered,anger
@rockchick0125 yup!  Now I can join in on the nin access fun!,anger
"I think Paul is what's bitter, not the pastry",anger
i was feeling rebellious because of what was happening to us as a family,anger
im feeling selfish enough to start this lovely scarf for myself,anger
i feel stressed i tend to scrapbook and make cards,anger
i feel that way makes me even more angry,anger
im currently struggling with feeling offended at my drs office worried about my body and what the heck is wrong very seriously contemplating getting my tubes tied and then the normal everyday things that occupy our minds at any given time,anger
i didnt expected to be that much addicted to the nicotine before ive experienced all withdrawal symptoms feeling irritable and so stressed going mad with cravings inability to concentrate dry mouth trouble sleeping i wake up every night at a,anger
i remember feeling very very violent and very disgusted the oscar winner tells access hollywood,anger
I don't talk about politics because people nowadays get offended easily!,anger
i then immediately have feelings of guilt for having those selfish thoughts and my practical side appears how could i do that who would take care of the kids and my parents,anger
i might be able to recreate the feeling when i get back into the cold fog that awaits me tomorrow night,anger
my gawwddd ! 6 headshotss inna row? im on fyaaahhh!,anger
i feel so fucked up now i want to shut myself up,anger
i was feeling irritable and grumpy today so i came home for lunch took a nap,anger
i buy books about people i feel are equally fucked up as i am or books about zen approaches to shitty situations,anger
i am feeling a little sarcastic today,anger
i don t try to put my light in where i can i m going to feel fester y and grow bitter and dark,anger
straight people are canoodling on the quad and I'm ,anger
i look at him and say nicely and friendly well im sorry you feel that way i do apologize to you this angered him more and he stormed out saying i dont need this shit not a good night overall but im off till friday thankfully,anger
i feel i m doing to my mom what i despised so much when it was done to me,anger
i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper,anger
i was expecting to say this is a very bittersweet feeling but all im feeling is bitter,anger
i am writing feeling appalled,anger
when i heard that my sister had shouted at my friends cousin at their place,anger
My mind is raging and i just want to end it all,anger
i feel tortured by something,anger
i think i would have been feeling less grumpy if i hadnt been up and down throughout the night or my lungs deciding that even though i wasnt that unwell it felt as though something was sitting on my chest and flattened me,anger
i feel bitter but i want to rise up,anger
i feel offended if you question my results as unfair saying that i am lazy and all so why,anger
"@Sargon_of_Akkad It'll be like burning rap albums; they'll have to buy it first, but gosh darn it, they have to get rid of it.",anger
im feeling very angry kind of sad tired and bored today,anger
i feel i should probably move on to the meat of my story before i get too distracted by the side dishes what happened to good music,anger
ive been feeling cranky lately,anger
i know i need sleep feeling dissatisfied with myself for what i ve yet to accomplish instead of glowing with pride at all i ve done,anger
i got inside it was so warm compared to the outside temp that my survivor man skills kicked in and i stripped down to my base layers to avoid feeling cold when i got back outside,anger
i get the feeling that the rest of yall are a little appalled about it,anger
im feeling rebellious amp ive missed the last couple of ffs on twitter so i thought id share two blogs that ive been loving recently,anger
i feel like im the only one there with a brain not to be rude but i refuse to sit with loud and rude people so i sit alone with just myself and a good book,anger
i feel that the classroom is extremely dangerous,anger
im watching a movie called sharknado i feel like my intelligence is being insulted,anger
i feel the sting of pain from its teeth but im angered,anger
"After becoming boiling hot, after slowly melting, my heart is frozen.",anger
i tackle political ideas only when something makes me feel angry and even then it is often personal,anger
im happy to have this in my kitchen but it feels like someone rushed this out and cut corners,anger
i am feeling rebellious which is often i suppose,anger
i perform a submarine cartwheel before i feel a violent tug on my ankle as my board gets hauled towards the beach,anger
i feel im not bothered by that,anger
i feel hated i feel angry i feel very sad i feel like im going to be abandoned i feel angry because i abandoned someone but in reality no one at this age can expect that neither party will be abandoned,anger
i would feel a violent stab of loneliness,anger
i am left feeling like the greedy bastard and i hate it,anger
i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients,anger
i feel selfish but i think it s about time i was,anger
i have seen you fall asleep climbing back into bed before you were even horizontal and now i am awake and my neck is cramped and i am feeling hostile and cheated,anger
i feel so impatient and sometimes i feel thankful that god gave me more time for the moulding of my heart,anger
@GriffinBowie23 @AliMcClimond sorry to #offend u griffin!!,anger
i get angry at myself when i feel bitter,anger
i feel very hostile at the thought of taking out my credit card,anger
im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,anger
i always feel rushed on the way to visit no comments,anger
i feel disgusted by the ugliness of the current society,anger
i see other people writing about love when they have just brokeup and finding another person in his her life i kinda feel so disgusted,anger
i know that this pair of socks took about two months to make but i feel that was because yours truly was truly distracted by the strings as i like to call it,anger
i feel frustrated irritable even,anger
i carry the usual guilt of feeling selfish and self centered if i spend time or anything on myself,anger
i feel petty jealousy or anger yesterday in the face of my wifes happiness and our decision to chaperone a trip with my sons school,anger
.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming,anger
i dont have to buy it in tubs which feels vile,anger
i am energetically pursuing my goals or i feel agitated and unable to sit still,anger
i always feel i always understand that the people who are being the most hateful and harmful towards me are hurting themselves and taught wrongly and i hurt for them because i want to go back and undo the pain and childhood bigotry that binds their lives into this path,anger
i don t want to feel dissatisfied i want to feel happy and fulfilled i don t want to feel i am lacking of something or nothing at all life would be so emptied,anger
i feel i can be a bit selfish myself,anger
first anatomy lesson,anger
@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? ,anger
@LouGagliardi  damned hordies,anger
@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky,anger
i feel impatient to do a final post after four more weeks with tangible results so far its exciting to see how far the philips reaura can go in terms of firming and smoothing,anger
i do not know if i already hurt their feelings which may lead to their violent reaction may turn into a bad outcome,anger
i was beginning to feel fear nevertheless a stubborn person i am i swept the superstition away but i reminded myself to pay extra caution,anger
i know i need sleep feeling dissatisfied with myself for what i ve yet to accomplish instead of glowing with pride at all i ve done,anger
i was a bit more bouncier than usual i didnt feel as grouchy about everything as normal,anger
"@tamriiel I was talking about further in the expansion, with more gear - fury always does well towards the end",anger
i intend to have them develop feelings for one another albeit with riku being stubborn about it as opposed to an open book due to plot ish issues,anger
i didn t feel like i was being bitchy at the time but upon retrospect why wouldn t he think that i was trying to shake him off,anger
i just cant help but feel extremely jealous of them because theyve been together for a year and half and luke and i have been together for and a half and i have nothing,anger
i cannot remember in which mix i heard this first and not remembering it is making me feeling all irritable,anger
i am is cornish and i feel so insulted and hurt to know that people my own age dont see what i see dont understand how much cornwall is important to their lives,anger
i feel i am writing this blog for selfish reasons but i know god can use it for his her purpose,anger
i could genuinely connect and enjoy instead of withdrawing and feeling resentful,anger
"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle.",anger
i have not written is that i am still feeling angry about something that happened on friday which seems to have invaded my happy place with recurring angry thoughts,anger
i feel wronged by the world,anger
i can control is me and if people feel that i wronged them i will try my best to fix it but some people you cant make happy,anger
i began to feel agitated because i wanted to buy ewan some food and medicine before i left,anger
Keep in mind. We're all weak. Don't insult people just because they're human.,anger
i can feel the cold wind,anger
im unhappy i feel irritated by everything and i yell,anger
i men zhu said is snapbacks cheap i also feel here too dangerous at present for the sake of under the door of safety since see or leave this green lotus temple first wholesale obey snapback hats,anger
i feel im being violent is i say no im not going to accept that and here are the consequences,anger
finally home for once after a dope ass week,anger
I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well,anger
ive found my interest in s u waning and ive even come away from some portrayals of their relationship feeling dissatisfied,anger
lost all my files since high school.,anger
i can feel his impatient and i can t stop my body from giving him positive response,anger
i don t know about you but that feeling of powerlessness of not being in control sends me in a mad tizzy for the haagen dazs,anger
i kinda feel like being rebellious a libertine you know,anger
i am not surprised that some people may be feeling outraged at the terrible environmental consequences of the logging and the dam and after seeing how their leaders have betrayed them are now turning to higher authorities divine help as a last resort,anger
i might be able to recreate the feeling when i get back into the cold fog that awaits me tomorrow night,anger
I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming ,anger
i feel irritable as well,anger
i was feeling pissed then,anger
i was feeling pretty cranky this morning and stopping in here really made me feel a lot better,anger
i feel stressed frequently,anger
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! #fuming",anger
Checked-in for my flight to Toronto. Took seat 3D just to infuriate @perpetualgeek.,anger
i took part in a football match the referee was extremely partial to the opposite team this stirred up my discontent and anger,anger
i left feeling annoyed and angry thinking that i was the center of some stupid joke,anger
insulted by disgusting people,anger
i must find a way to accept these limitations until they are older without feeling held back or resentful,anger
i me still feeling cold from the swim which doesnt really count as one earlier on,anger
im feeling stressed retail therapy is the way,anger
i understand that every memory is something precious and that i should cherish it but at the moment i feel disgusted at how i had become during that time of my life,anger
i feel like this was such a rude comment and im glad that t,anger
i know that tenge will get me to and from almost anywhere so if i am feeling impatient i offer more,anger
i can never fall in love with anyone because my feelings make me too dangerous,anger
i feel like i am a selfish person,anger
im feeling cranky and horrible,anger
ive got a feeling she will be just like her momma stubborn strong willed amp full of tx sassiness,anger
@JOjojosiejay or in my case a raging moody cow lol why i buy moody cow socks lol,anger
when i saw a man hitting a child of years without any consideration,anger
i feel only a little agitated right now,anger
i feel like i cant take it anymore i told my boyfriend and he is furious,anger
i feel really irritable when im surrounded with it,anger
i doing something that make you feel bothered,anger
i feel like this could be a dangerous topic if anyone feels passionately about pianos but its been on my mind for a while and i thought it was worth discussing not because im going to paint my piano which i grew up with so please stop hyperventilating mom,anger
i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity,anger
i feel like thats what vicious circle is,anger
i was feeling grumpy not women problems grumpy but five year old i want to get my way kind of grumpy you don t think there s a difference,anger
@eminem http://twitpic.com/4j585 - Guess I need to get me an iPhone now for sure!!!  It looks bad ass!!,anger
i feel like it was a bit rushed,anger
im sure that each person has their own complex set of reasons for leaving and chalking it up to one reason or feeling like because they all hated academia is probably a little too simple,anger
i am not okay with feeling annoyed at myself and at life all the time,anger
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming,anger
i don t have any issues with the obvious i went chinese with them yesterday and i wasn t feeling hostile towards any of them,anger
@cxmbeferre so you WOULDNT date me????? #offended,anger
i feel that rushed prize giving really dilute the event and in future prize givings will be not rushed and will be on timetable,anger
i feel so fucked up most of the time because not being able to concentrate on anything amp feeling anxiety all the time about everything makes me stressed apathetic amp i cant handle stress at all,anger
i feel disgusted with my jealousy and should stop taking example so offensive,anger
i feel like it but i cant i cant give in i am just to stubborn and i must win,anger
@tommcfly Why do you not respond me?,anger
i just feel so fucked up these days,anger
i get the feeling that the relationship would be more sarcastic than sweet or sure,anger
i didnt feel the cold up there because we had a fire every night,anger
i know now makes me feel outraged,anger
i got this amazing news from tracy today the final covers only chapters no wonder we were feeling so rushed and it seemed we didnt have enough time,anger
i feel so despised and i feel this world is crumbling onto me again,anger
i am feeling grumpy i put this on,anger
"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! #rage #wtf  #murder",anger
i was feeling resentful enough to want to write about it here which means i need to work on look getting my hackles raised when others judge me,anger
i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later,anger
i feel so pissed off that i can bite off a fucking tree log,anger
i woke up this morning feeling very agitated at the day coming,anger
i feel less bothered my get the rape stick out of your ass because i think a statement like that says a lot more about the speaker than the target,anger
i started secondary school at the age of every night i would cry and lose sleep over the thought of school the next day but it wasnt the usual feelings of oh i cant be bothered with school,anger
i feel i am beyond pissed off disappointed frustrated with myself,anger
i must have been feeling a little cranky about the,anger
i do not feel like i am hostile toward others just that i fail to be nice to them,anger
i feel grumpy i m going to dig out my xl mens pajama s grab a bar of chocolate put my favorite chick flick in the dvd player and treat myself not like a failure of some kind but like a person who is feeling grumpy who maybe just needs some time to herself,anger
i think i have made it known how i feel about cold weather we are not friends i am ready for winter to be finished please please be finished,anger
i gotta feeling da bul taewuhbeoryeo burn it up i gotta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz i m cuz i m dangerous b,anger
i just cant seem to hold myself back when it comes to feeling i wish i could be heartless if just to keep the pain away sigh whatever here i am being fucking emo all over my live journal,anger
i thought i wont be affected by how youre thinking feeling but the petty side of you digust me,anger
i was going crazy thank god i have a craving for fruits and chocolate it made me go out in the cold with a gross wind blowing in my neck feeling mad and angry and crappy,anger
i stopped feeling bitter and sorry for myself and lost myself in the work my work started getting better or rather continued to get better,anger
im feeling less hateful of fandom,anger
i feel so grouchy and irritable when im sick,anger
i feel so so tortured by looking at the lecture notes and nothing is going in except for my holiday plans,anger
i resent biting my tongue.,anger
i ate feeling hateful towards myself because of a number,anger
i feel like a failure like i m so fucked up that i have to be medically managed,anger
Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,anger
i am feeling envious of other nations that despite the very small land,anger
i had no idea i was giving off this vibe but i feel like this is a pretty dangerous vibe to be giving off all willy nilly,anger
i feel it is too dangerous to invest in such markets,anger
im being a teenager people and if you feel the need to make sarcastic bitchy comments you can kindly fuck off,anger
i feel more and more dissatisfied with each passing weekend,anger
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming,anger
i am feeling impatient i havent been blogging because each day was pretty similar sleep eat pregnancy pains sleep etc,anger
i take a long sip and feel the cold sensation of the iced capp,anger
i like to pray a decade whenever im feeling stressed or scared,anger
i get the feeling that people have died it s bothered me so much that in the past i ve cried my hair must look perfect whatever the weather all of this anxiety brings me to the end of my tether,anger
i told him that if he touched me with a needle i would punch him feeling a little hostile in the midst of my pain,anger
i forgive myself that i have accepted and allowed myself to feel tortured by a headache,anger
@eboogiee smh Your whin with that comment,anger
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! ,anger
i feel like this never get impatient around sharp objects as it will inevitably lead to tears,anger
i feel have wronged me,anger
at the hypocrisy of some of my friends,anger
i am so aware that if i indulge my wounded self in the first thoughts i will feel impatient and burdened and if i make sure that my loving adult is in charge thinking the second loving thoughts i will feel happy blessed and peaceful,anger
i feel frustrated irritable even,anger
i feel so fucking rebellious all the rules and its so regimented like if class starts at theyre taking roll at,anger
i am excited i hope they will be a it more personal with us and i wont feel like i am being rushed in and out,anger
i feel petty posting with my own complaints right now because its not like i was kidnapped when i was years old and forced to make easter creme eggs for the rest of my life,anger
i really can carry a grudge for a long time against those i feel have wronged or hurt me in someway whether they are aware of it or not,anger
No gas PLUS no money = Desperation!!!   and that's the word of the day!  http://twitpic.com/66zls,anger
i feel like a greedy easily pound overweight american,anger
i feel disgusted when need to act cute like the actions of gwiyomi,anger
i feel like a selfish bitch for feeling this way when countless impoverished people are suffering surely a hundred folds more than i am,anger
i want to wimp out on feeling outraged,anger
@johncmayer you are one of my favorite musicians/artists ever!! Please keep up the great work John,anger
@EagleGiles23 @tgilmore_92 what I miss? #outrage,anger
@egheitasean Which denomination? I'm at the library and everything's blocked.,anger
i wonder if this is just my bias from the fact that im doing a bible themed anthology and i feel like my intelligence is being insulted,anger
i feel like a total bitchy person today yay,anger
i feel like a stubborn year old,anger
Drop Snapchat names #bored #snap #swap #pics,anger
i also feel that i am often a burden and in the way more than anything as a nursing student to the other nurses yet i must remember that while some may be grumpy at our presence everyone has to learn somewhere and boo friggety hoo if some medical personnel are irritated by the nursing students,anger
i had hoped to not feel the weakness to not be bothered by every song every joke i hear,anger
i was feeling some irritation and anger feeling being insulted,anger
@PrincessCasGirl @DaddyEllis__ tiff you better hurry cause 👀,anger
i just grab something and hit myself just to feel pain damn i know the risks and injuries that might occur i know its dangerous,anger
i feel annoyed at the fact that i m three weeks out of chemotherapy and i m getting annoying pinching niggles in my back,anger
i left the property feeling insulted and found myself minutes later on main street an unsuspecting victim of some unknown enemy s next attack,anger
i like listening to hardcore sxe music its the one thing that lets me feel rebellious while not chocolating out or spending till its gone,anger
i feel the need to be distracted,anger
i feel insulted to see anyone wearing crocs the fashionable shoe icon,anger
i know some people may cringe but when i feel something in me i have to say it and if you wanna get mad well get mad,anger
i told her that we cannot continue this way and when she is starting to feel frustrated she has to let me know in a calm way,anger
i seem to wake up every day recently feeling immensely irritable and i cant quite work out why,anger
i feel times less bitchy,anger
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage,anger
i hate feeling so despised and detested by someone who i truly care for and completely love,anger
im feeling stubborn today and got home and was like no way im gonna go get that mri soon,anger
@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall,anger
i feel like im the mad hatter rather than alice,anger
"@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?",anger
@StrongestBeing ←would furrow and her face would redden as she protests; it would seem that being seen as unattractive in Wukong's eyes was→,anger
i glanced out the window at the people strolling on the sidewalks carefree suddenly feeling envious of them for reasons i couldn t explain,anger
Leveled at the half. Much better offense expected in the second half,anger
i feel genuinely wronged,anger
id start feeling resentful that i lived in a part of the country where the sun stubbornly refuses to show itself after the end of september,anger
i feel that if he hadnt appeared out of nowhere and distracted me i would have noticed the light change and none of this would have happened,anger
i feel so resentful and hateful and downright furious about this,anger
i am feeling a little stressed but seriously i have no one or nothing to blame but myself,anger
i remember as a child feeling totally scandalized and outraged when i found out that girls didnt play in the nfl,anger
i guess that s where the phrase down in the dumps comes from try this think of something that is mildly upsetting for you some sort of negative emotion perhaps you were stuck in traffic or there was something on the news this morning that made you feel a bit grumpy,anger
"And you could have it all, my empire of dirt! I'm in a&amp;e with dad I'm freezing fully shivering Every1 else is warm  no fones allowed ffs!",anger
i feel that this was their mistake and they are just being rude,anger
i told her that we cannot continue this way and when she is starting to feel frustrated she has to let me know in a calm way,anger
@notquitefrodo @dominictarason I remember TAs in the gamedev program said he had temper tantrums in class all the time lol,anger
i feel though its pretty dangerous to to apply one strategy to match,anger
i was feeling quite impatient and must have hit the ad because thats when my internet died and vista virus pro started to bother me,anger
i am feeling especially irritated,anger
i feel myself getting pissed off at the tiniest things all the time,anger
i am feeling highly frustrated because i had worked a long day and just wanted to get home and take a shower and eat my snacks and listen to some music,anger
i need that warmth to remind me hes there when life feels cold and empty,anger
i am thankful for the safety of my loved ones and the loved ones of my friends here i am guilty for feeling so i am selfish and i am deeply saddened that there are people back home who cannot say the same,anger
